ShipmentID,ShipmentDate,PlannedDeliveryDate,ActualDeliveryDate,ClientID,WarehouseID,ServiceID,WeightKG,VolumeCBM,Revenue_RM,Cost_RM,OnTimeDelivery,Status
SHP00211,2024-06-08,2024-06-14,2024-06-14,C006,WH004,SV06,2466.9,10.92,11745.36,8161.26,Yes,Delivered
SHP00212,2024-07-23,2024-07-25,2024-07-25,C002,WH002,SV05,1849.2,8.57,19317.12,10911.5,Yes,Delivered
SHP00213,2024-12-09,2024-12-14,2024-12-14,C006,WH005,SV01,1468.8,5.99,19900.64,13195.67,Yes,Delivered
SHP00214,2024-11-28,2024-12-04,2024-12-05,C001,WH004,SV06,2074.7,6.78,30181.06,23219.56,No,Delivered
SHP00215,2024-07-10,2024-07-12,2024-07-12,C008,WH003,SV03,3117.4,8.67,43086.16,24213.76,Yes,Delivered
SHP00216,2024-08-12,2024-08-17,2024-08-17,C007,WH003,SV03,3418.9,14.7,9473.66,7372.05,Yes,Delivered
SHP00217,2024-09-21,2024-09-27,2024-09-27,C003,WH003,SV02,2232.1,12.6,15538.96,11899.78,Yes,In Transit
SHP00218,2024-08-19,2024-08-24,2024-08-24,C001,WH001,SV04,2586.8,8.57,36646.22,21213.73,Yes,Delivered
SHP00219,2024-03-02,2024-03-06,2024-03-07,C006,WH001,SV04,3141.9,16.33,33907.35,20003.49,No,Delivered
SHP00220,2024-05-06,2024-05-12,2024-05-12,C004,WH002,SV04,1602.5,9.47,41711.39,28206.69,Yes,Delivered
SHP00221,2024-04-25,2024-04-26,2024-04-26,C008,WH004,SV05,463.3,1.35,40956.84,30017.42,Yes,Delivered
SHP00222,2024-02-02,2024-02-09,2024-02-11,C003,WH002,SV05,2095.3,6.83,28347.57,16923.67,No,Delivered
SHP00223,2024-06-22,2024-06-28,2024-06-28,C001,WH005,SV04,2278.0,13.42,18079.86,12053.98,Yes,Delivered
SHP00224,2024-01-11,2024-01-16,2024-01-16,C001,WH002,SV05,4393.2,20.97,7036.68,4560.02,Yes,In Transit
SHP00225,2024-10-28,2024-10-31,2024-10-31,C005,WH002,SV03,4956.7,18.74,18433.19,12118.48,Yes,Delivered
SHP00226,2024-10-10,2024-10-16,2024-10-16,C005,WH004,SV03,261.2,1.52,11394.59,6697.24,Yes,Delivered
SHP00227,2024-04-27,2024-05-01,2024-05-03,C006,WH003,SV05,4888.3,17.79,21708.58,12926.01,No,Delivered
SHP00228,2024-10-28,2024-11-03,2024-11-03,C003,WH003,SV02,332.4,0.77,19299.76,12497.06,Yes,Delivered
SHP00229,2024-04-22,2024-04-28,2024-04-28,C005,WH002,SV01,3963.4,16.81,14276.13,9841.19,Yes,Delivered
SHP00230,2024-01-04,2024-01-08,2024-01-08,C002,WH003,SV04,3513.7,8.1,28214.31,17484.78,Yes,Delivered
SHP00231,2024-02-06,2024-02-07,2024-02-07,C004,WH004,SV01,2826.0,9.75,6789.34,4634.25,Yes,Delivered
SHP00232,2024-12-28,2024-12-30,2024-12-30,C004,WH003,SV05,815.1,3.21,20746.53,16028.29,Yes,Delivered
SHP00233,2024-11-19,2024-11-26,2024-11-26,C006,WH001,SV03,571.2,1.67,18465.91,11011.63,Yes,Delivered
SHP00234,2024-01-31,2024-02-02,2024-02-04,C001,WH002,SV04,1910.3,9.83,10826.94,8102.43,No,Delivered
SHP00235,2024-04-27,2024-05-02,2024-05-05,C006,WH002,SV04,2872.2,8.38,29488.82,19482.36,No,Delivered
SHP00236,2024-02-04,2024-02-08,2024-02-08,C007,WH004,SV01,4276.5,22.71,6903.79,5307.17,Yes,In Transit
SHP00237,2024-01-17,2024-01-22,2024-01-22,C005,WH003,SV06,1154.1,6.86,24560.34,15539.42,Yes,Delivered
SHP00238,2024-06-18,2024-06-21,2024-06-21,C007,WH005,SV05,4377.1,24.96,43877.42,27944.43,Yes,Delivered
SHP00239,2024-02-06,2024-02-12,2024-02-12,C004,WH004,SV03,3362.3,10.02,31410.48,20676.39,Yes,Delivered
SHP00240,2024-09-20,2024-09-22,2024-09-22,C008,WH002,SV04,1777.2,10.02,30199.65,19545.83,Yes,Delivered
SHP00241,2024-05-01,2024-05-06,2024-05-06,C003,WH002,SV04,2369.0,11.13,32972.69,22756.45,Yes,Delivered
SHP00242,2024-05-22,2024-05-27,2024-05-27,C007,WH004,SV02,2698.8,12.59,42088.04,27344.14,Yes,Delivered
SHP00243,2024-12-08,2024-12-12,2024-12-12,C003,WH002,SV04,4100.5,18.13,25145.71,14731.67,Yes,Delivered
SHP00244,2024-09-05,2024-09-08,2024-09-08,C006,WH005,SV03,590.1,3.06,30183.47,23222.08,Yes,Delivered
SHP00245,2024-04-19,2024-04-22,2024-04-22,C003,WH001,SV04,942.4,3.17,6526.74,4313.26,Yes,Delivered
SHP00246,2024-10-03,2024-10-08,2024-10-08,C003,WH005,SV04,586.3,1.45,22665.21,16437.8,Yes,Delivered
SHP00247,2024-03-08,2024-03-11,2024-03-13,C002,WH001,SV01,4799.8,17.44,6325.69,4100.95,No,Delivered
SHP00248,2024-10-19,2024-10-26,2024-10-26,C008,WH004,SV05,2014.9,8.1,36664.88,20867.58,Yes,Delivered
SHP00249,2024-10-22,2024-10-25,2024-10-25,C006,WH001,SV05,2193.9,5.69,15616.52,11844.9,Yes,Delivered
SHP00250,2024-08-30,2024-09-03,2024-09-03,C004,WH004,SV04,2037.5,8.1,44335.82,27446.23,Yes,Delivered
SHP00251,2024-05-04,2024-05-11,2024-05-11,C001,WH005,SV01,369.1,2.04,31741.19,21379.45,Yes,Delivered
SHP00252,2024-08-30,2024-09-05,2024-09-05,C001,WH001,SV06,1745.0,4.87,15617.16,10575.25,Yes,Delivered
SHP00253,2024-07-27,2024-07-31,2024-07-31,C004,WH004,SV03,3041.6,8.27,13443.45,7937.16,Yes,In Transit
SHP00254,2024-04-07,2024-04-14,2024-04-14,C006,WH004,SV02,1102.5,4.21,20964.74,13365.1,Yes,Delivered
SHP00255,2024-02-18,2024-02-24,2024-02-24,C003,WH001,SV03,3719.4,9.92,26878.5,16673.94,Yes,Delivered
SHP00256,2024-02-19,2024-02-22,2024-02-22,C001,WH004,SV01,615.9,2.26,26141.76,16080.89,Yes,Delivered
SHP00257,2024-12-03,2024-12-08,2024-12-08,C001,WH004,SV04,2300.2,11.64,41526.68,28208.77,Yes,Delivered
SHP00258,2024-08-08,2024-08-10,2024-08-10,C008,WH004,SV02,2748.2,13.32,24563.41,16226.45,Yes,Delivered
SHP00259,2024-06-30,2024-07-05,2024-07-05,C005,WH001,SV02,4745.2,18.41,24447.37,15319.79,Yes,Delivered
SHP00260,2024-08-04,2024-08-09,2024-08-09,C006,WH002,SV01,770.3,1.85,20346.81,14536.14,Yes,Delivered
SHP00261,2024-07-29,2024-07-31,2024-07-31,C003,WH002,SV03,1106.7,6.06,22515.57,13397.09,Yes,Delivered
SHP00262,2024-08-27,2024-08-31,2024-09-02,C007,WH001,SV03,2862.6,15.27,33253.02,25295.92,No,Delivered
SHP00263,2024-01-28,2024-02-04,2024-02-04,C008,WH002,SV02,4939.7,10.35,37138.64,20461.96,Yes,Delivered
SHP00264,2024-12-10,2024-12-15,2024-12-15,C003,WH002,SV05,3882.3,10.36,17929.22,13414.3,Yes,In Transit
SHP00265,2024-11-30,2024-12-06,2024-12-06,C008,WH002,SV01,358.9,0.82,27593.85,19811.96,Yes,Delivered
SHP00266,2024-11-26,2024-11-29,2024-11-29,C001,WH003,SV02,4052.2,16.45,35283.16,22442.89,Yes,Delivered
SHP00267,2024-02-20,2024-02-23,2024-02-23,C002,WH003,SV03,3958.3,16.3,3683.29,2368.53,Yes,Delivered
SHP00268,2024-02-01,2024-02-05,2024-02-05,C003,WH003,SV01,4893.9,17.39,34101.68,22017.36,Yes,Delivered
SHP00269,2024-07-25,2024-07-29,2024-07-29,C001,WH005,SV03,1106.4,4.08,22440.92,14379.46,Yes,Delivered
SHP00270,2024-06-22,2024-06-26,2024-06-26,C004,WH005,SV02,1096.9,2.75,36019.44,25959.38,Yes,Delivered
SHP00271,2024-02-25,2024-02-26,2024-02-26,C001,WH002,SV06,163.6,0.78,38402.21,24513.23,Yes,Delivered
SHP00272,2024-05-07,2024-05-13,2024-05-13,C004,WH001,SV04,3805.2,11.29,4900.87,3042.44,Yes,Delivered
SHP00273,2024-04-08,2024-04-09,2024-04-09,C007,WH005,SV01,2143.5,6.8,20482.57,15917.62,Yes,Delivered
SHP00274,2024-04-07,2024-04-10,2024-04-13,C003,WH004,SV02,1297.8,4.34,32583.9,18455.0,No,Delivered
SHP00275,2024-10-01,2024-10-06,2024-10-06,C005,WH004,SV01,921.7,4.88,16185.75,12196.77,Yes,Delivered
SHP00276,2024-08-17,2024-08-18,2024-08-18,C001,WH003,SV03,751.6,2.52,33411.98,26003.5,Yes,Delivered
SHP00277,2024-03-12,2024-03-17,2024-03-17,C002,WH005,SV05,1405.8,6.23,34808.88,20141.46,Yes,Delivered
SHP00278,2024-08-04,2024-08-06,2024-08-06,C002,WH001,SV04,454.5,1.1,21897.81,16738.46,Yes,Delivered
SHP00279,2024-04-03,2024-04-06,2024-04-06,C003,WH001,SV06,4375.2,21.39,36929.03,21690.02,Yes,Delivered
SHP00280,2024-05-22,2024-05-23,2024-05-24,C005,WH003,SV04,2284.5,5.24,17336.04,12576.93,No,Delivered
SHP00281,2024-08-24,2024-08-27,2024-08-27,C006,WH001,SV05,2127.6,12.09,41560.7,32007.24,Yes,Delivered
SHP00282,2024-05-07,2024-05-09,2024-05-09,C005,WH003,SV03,1109.8,6.44,37020.25,26928.24,Yes,Delivered
SHP00283,2024-02-08,2024-02-10,2024-02-10,C006,WH003,SV04,4470.7,25.23,11864.87,8576.67,Yes,Delivered
SHP00284,2024-08-14,2024-08-21,2024-08-21,C005,WH003,SV02,961.2,4.35,6285.26,3960.8,Yes,Delivered
SHP00285,2024-10-08,2024-10-11,2024-10-11,C005,WH003,SV02,316.0,1.57,44251.82,31555.95,Yes,Delivered
SHP00286,2024-02-20,2024-02-21,2024-02-21,C006,WH005,SV05,4480.0,16.77,13891.34,9669.0,Yes,Delivered
SHP00287,2024-01-26,2024-02-02,2024-02-02,C006,WH002,SV05,2171.2,10.92,31283.17,19854.85,Yes,Delivered
SHP00288,2024-11-29,2024-12-06,2024-12-06,C001,WH004,SV05,4818.7,23.13,21219.55,11952.38,Yes,In Transit
SHP00289,2024-10-03,2024-10-09,2024-10-10,C002,WH001,SV02,1519.7,7.5,3752.44,2396.41,No,Delivered
SHP00290,2024-01-08,2024-01-15,2024-01-15,C006,WH001,SV04,1033.1,5.06,19587.22,12683.3,Yes,Processing
SHP00291,2024-02-17,2024-02-20,2024-02-20,C008,WH001,SV03,4712.6,20.54,3558.79,2159.34,Yes,In Transit
SHP00292,2024-05-01,2024-05-06,2024-05-06,C003,WH004,SV04,2434.0,12.85,30543.64,20155.04,Yes,Delivered
SHP00293,2024-03-26,2024-03-31,2024-03-31,C002,WH003,SV02,2700.8,10.9,22326.85,17011.67,Yes,Delivered
SHP00294,2024-07-27,2024-08-01,2024-08-01,C001,WH004,SV02,3930.1,10.25,20013.85,12671.27,Yes,Processing
SHP00295,2024-09-05,2024-09-10,2024-09-10,C006,WH001,SV01,4829.7,9.81,30624.12,21819.95,Yes,Delivered
SHP00296,2024-09-03,2024-09-08,2024-09-08,C001,WH002,SV04,2212.1,9.67,34258.37,19064.75,Yes,Delivered
SHP00297,2024-04-19,2024-04-21,2024-04-21,C006,WH003,SV01,4567.4,21.45,33488.28,23545.79,Yes,Processing
SHP00298,2024-07-24,2024-07-25,2024-07-25,C008,WH004,SV02,2873.1,10.96,15717.6,9179.29,Yes,Delivered
SHP00299,2024-01-31,2024-02-01,2024-02-01,C001,WH004,SV04,4123.9,13.53,37151.56,25606.72,Yes,Delivered
SHP00300,2024-03-25,2024-03-29,2024-03-29,C005,WH001,SV04,2826.5,7.65,28903.28,22174.05,Yes,Delivered
SHP00301,2024-07-13,2024-07-16,2024-07-16,C003,WH005,SV03,4474.2,21.88,32007.82,18689.19,Yes,Delivered
SHP00302,2024-01-02,2024-01-04,2024-01-04,C004,WH003,SV02,1032.9,3.22,43451.95,26371.22,Yes,Delivered
SHP00303,2024-07-18,2024-07-20,2024-07-21,C001,WH002,SV01,3627.5,18.47,31354.3,21415.57,No,Delivered
SHP00304,2024-05-15,2024-05-18,2024-05-20,C003,WH005,SV05,2913.5,8.53,36794.91,25844.71,No,Delivered
SHP00305,2024-08-20,2024-08-23,2024-08-24,C003,WH001,SV03,765.9,3.04,6680.68,3922.42,No,Delivered
SHP00306,2024-05-26,2024-05-31,2024-05-31,C008,WH004,SV05,3337.1,7.32,8674.79,5004.04,Yes,In Transit
SHP00307,2024-08-04,2024-08-06,2024-08-06,C005,WH004,SV04,4126.3,16.8,11013.69,6291.35,Yes,Delivered
SHP00308,2024-12-22,2024-12-24,2024-12-24,C008,WH002,SV02,3685.1,15.11,37270.67,26598.97,Yes,Processing
SHP00309,2024-10-11,2024-10-14,2024-10-14,C001,WH002,SV01,4134.9,16.68,32233.36,20577.78,Yes,Delivered
SHP00310,2024-12-04,2024-12-11,2024-12-12,C006,WH004,SV01,3679.0,21.02,10905.29,7768.89,No,Delivered
SHP00311,2024-09-06,2024-09-09,2024-09-11,C001,WH003,SV01,120.2,0.38,4126.24,3193.93,No,In Transit
SHP00312,2024-03-20,2024-03-21,2024-03-21,C001,WH002,SV05,4487.7,15.87,23206.92,13192.67,Yes,Delivered
SHP00313,2024-04-07,2024-04-12,2024-04-12,C004,WH001,SV01,4672.4,23.5,9096.48,6906.85,Yes,Delivered
SHP00314,2024-05-31,2024-06-04,2024-06-04,C003,WH004,SV05,2522.3,14.66,13154.77,9885.57,Yes,Delivered
SHP00315,2024-04-21,2024-04-26,2024-04-26,C005,WH003,SV01,1616.2,3.5,38367.77,22565.6,Yes,Delivered
SHP00316,2024-01-30,2024-02-01,2024-02-01,C003,WH001,SV02,3970.5,22.95,39043.95,25307.52,Yes,Delivered
SHP00317,2024-10-23,2024-10-29,2024-10-29,C002,WH001,SV04,3386.0,18.72,25620.47,18168.05,Yes,Delivered
SHP00318,2024-10-04,2024-10-05,2024-10-07,C004,WH004,SV01,1350.9,6.65,6615.93,4400.58,No,Delivered
SHP00319,2024-02-01,2024-02-07,2024-02-07,C003,WH001,SV04,3625.3,13.49,35328.29,23763.09,Yes,Delivered
SHP00320,2024-06-09,2024-06-12,2024-06-15,C001,WH002,SV04,4941.8,15.38,9222.96,6953.46,No,Delivered
SHP00321,2024-01-30,2024-02-06,2024-02-06,C006,WH001,SV01,4719.5,26.04,20718.93,14188.29,Yes,Delivered
SHP00322,2024-01-26,2024-01-30,2024-01-30,C005,WH004,SV05,4293.5,13.99,7891.27,5672.28,Yes,Delivered
SHP00323,2024-10-26,2024-10-28,2024-10-28,C005,WH005,SV02,3189.8,10.81,40901.44,29574.45,Yes,Delivered
SHP00324,2024-09-01,2024-09-05,2024-09-05,C002,WH004,SV03,3212.6,8.55,34028.81,25950.16,Yes,In Transit
SHP00325,2024-09-14,2024-09-21,2024-09-21,C002,WH003,SV03,2913.0,9.18,21701.17,16275.14,Yes,Delivered
SHP00326,2024-09-28,2024-10-04,2024-10-04,C008,WH003,SV06,230.6,0.91,23371.97,13441.99,Yes,Delivered
SHP00327,2024-03-21,2024-03-27,2024-03-27,C001,WH002,SV01,3741.3,10.83,3824.37,2607.08,Yes,Processing
SHP00328,2024-01-30,2024-02-04,2024-02-04,C002,WH002,SV04,978.9,2.62,21879.68,16047.28,Yes,Delivered
SHP00329,2024-09-17,2024-09-24,2024-09-24,C008,WH003,SV03,3497.4,20.13,13190.45,9724.96,Yes,Delivered
SHP00330,2024-02-11,2024-02-12,2024-02-12,C006,WH004,SV02,3883.2,11.8,15382.92,9412.42,Yes,Delivered
SHP00331,2024-04-05,2024-04-10,2024-04-10,C006,WH003,SV03,3024.7,13.38,37836.93,22633.71,Yes,Delivered
SHP00332,2024-02-05,2024-02-11,2024-02-11,C002,WH001,SV06,1119.9,2.72,19452.8,14047.0,Yes,Delivered
SHP00333,2024-10-31,2024-11-03,2024-11-03,C001,WH003,SV04,1088.3,3.19,17021.7,12098.55,Yes,Delivered
SHP00334,2024-02-04,2024-02-05,2024-02-05,C004,WH002,SV06,996.2,3.1,7311.87,4032.33,Yes,Delivered
SHP00335,2024-12-11,2024-12-17,2024-12-17,C004,WH004,SV04,3414.2,8.14,38600.44,22725.3,Yes,Delivered
SHP00336,2024-04-30,2024-05-07,2024-05-07,C001,WH005,SV01,4777.8,20.11,21135.09,14014.6,Yes,Processing
SHP00337,2024-07-25,2024-07-30,2024-07-30,C005,WH002,SV05,1882.8,7.6,20458.81,11708.17,Yes,Delivered
SHP00338,2024-03-02,2024-03-06,2024-03-09,C002,WH002,SV01,1850.8,4.95,23819.53,17339.69,No,Delivered
SHP00339,2024-10-18,2024-10-19,2024-10-19,C005,WH001,SV04,1544.6,6.79,27303.77,17641.05,Yes,In Transit
SHP00340,2024-05-06,2024-05-13,2024-05-13,C006,WH001,SV04,1569.5,3.39,33705.3,21769.37,Yes,Delivered
SHP00341,2024-10-23,2024-10-24,2024-10-24,C003,WH002,SV02,4104.3,22.83,44959.11,27709.12,Yes,Delivered
SHP00342,2024-10-31,2024-11-07,2024-11-08,C003,WH004,SV05,667.5,2.77,4554.72,2956.55,No,Delivered
SHP00343,2024-01-21,2024-01-24,2024-01-24,C006,WH004,SV02,2520.7,7.01,19786.58,11685.41,Yes,Delivered
SHP00344,2024-11-13,2024-11-16,2024-11-16,C004,WH003,SV04,4995.3,19.75,24560.94,14561.49,Yes,Delivered
SHP00345,2024-02-11,2024-02-18,2024-02-18,C004,WH004,SV04,2099.6,11.11,33433.8,19421.57,Yes,Delivered
SHP00346,2024-08-02,2024-08-06,2024-08-06,C001,WH003,SV01,1791.1,6.23,42281.8,27985.83,Yes,Delivered
SHP00347,2024-12-02,2024-12-06,2024-12-06,C003,WH002,SV02,4149.5,12.98,41013.07,27298.35,Yes,Processing
SHP00348,2024-10-25,2024-11-01,2024-11-01,C003,WH001,SV02,2158.0,12.5,39440.64,22692.36,Yes,Delivered
SHP00349,2024-10-16,2024-10-17,2024-10-17,C003,WH001,SV01,4871.6,18.05,12740.04,8668.72,Yes,Delivered
SHP00350,2024-09-24,2024-10-01,2024-10-01,C006,WH004,SV05,1712.3,6.47,5549.6,3323.61,Yes,Processing
SHP00351,2024-06-10,2024-06-17,2024-06-17,C002,WH003,SV01,4635.4,11.61,3798.83,2264.92,Yes,Processing
SHP00352,2024-05-13,2024-05-15,2024-05-15,C003,WH005,SV04,2321.2,8.86,27208.94,19657.93,Yes,In Transit
SHP00353,2024-04-14,2024-04-20,2024-04-20,C008,WH002,SV05,1897.0,10.76,26236.74,19313.16,Yes,Delivered
SHP00354,2024-12-08,2024-12-14,2024-12-14,C001,WH002,SV03,2786.1,13.55,14249.65,8466.19,Yes,Delivered
SHP00355,2024-06-09,2024-06-16,2024-06-16,C008,WH002,SV05,855.2,4.85,30228.61,23459.75,Yes,Delivered
SHP00356,2024-05-02,2024-05-07,2024-05-07,C004,WH001,SV03,2207.6,5.47,40343.9,30276.95,Yes,Delivered
SHP00357,2024-05-15,2024-05-16,2024-05-19,C006,WH002,SV02,1460.9,8.12,7911.51,5153.3,No,Delivered
SHP00358,2024-07-21,2024-07-27,2024-07-28,C003,WH003,SV04,3315.0,13.17,29153.26,22155.99,No,Delivered
SHP00359,2024-03-08,2024-03-15,2024-03-15,C004,WH001,SV03,3417.4,8.02,30139.55,17333.71,Yes,Delivered
SHP00360,2024-12-09,2024-12-15,2024-12-15,C001,WH004,SV01,3188.8,8.12,21829.67,15201.74,Yes,Delivered
SHP00361,2024-11-26,2024-11-30,2024-11-30,C004,WH004,SV01,3525.4,10.98,21321.66,12118.3,Yes,Delivered
SHP00362,2024-06-02,2024-06-03,2024-06-03,C003,WH005,SV04,4692.6,21.94,9776.0,5569.51,Yes,Delivered
SHP00363,2024-08-22,2024-08-25,2024-08-25,C001,WH003,SV04,4534.1,26.63,33500.78,19386.12,Yes,Delivered
SHP00364,2024-06-10,2024-06-15,2024-06-15,C007,WH004,SV06,541.2,2.82,22708.1,12825.09,Yes,In Transit
SHP00365,2024-02-07,2024-02-08,2024-02-08,C006,WH002,SV01,483.7,2.41,21400.65,11916.38,Yes,Delivered
SHP00366,2024-01-05,2024-01-08,2024-01-08,C002,WH001,SV04,4194.3,12.12,24320.71,14689.69,Yes,Delivered
SHP00367,2024-08-22,2024-08-27,2024-08-27,C006,WH001,SV06,493.7,1.13,27681.67,18314.05,Yes,Delivered
SHP00368,2024-11-14,2024-11-19,2024-11-19,C001,WH002,SV01,131.3,0.34,31768.91,23030.0,Yes,Delivered
SHP00369,2024-10-15,2024-10-17,2024-10-17,C006,WH001,SV03,4665.9,15.59,41712.9,23033.3,Yes,Delivered
SHP00370,2024-02-21,2024-02-24,2024-02-24,C005,WH002,SV04,563.2,2.15,38845.06,23742.05,Yes,Delivered
SHP00371,2024-02-07,2024-02-12,2024-02-12,C002,WH003,SV04,3762.2,18.59,33038.36,25429.6,Yes,Delivered
SHP00372,2024-10-02,2024-10-08,2024-10-08,C006,WH003,SV04,3137.9,14.71,22675.63,15941.51,Yes,Delivered
SHP00373,2024-04-19,2024-04-21,2024-04-21,C003,WH002,SV03,2746.4,6.31,40093.28,29328.94,Yes,In Transit
SHP00374,2024-09-16,2024-09-18,2024-09-18,C008,WH003,SV03,3185.9,15.14,33365.79,18672.42,Yes,Processing
SHP00375,2024-05-15,2024-05-16,2024-05-16,C006,WH003,SV06,2541.6,14.15,19395.59,11609.15,Yes,Delivered
SHP00376,2024-03-08,2024-03-14,2024-03-14,C001,WH005,SV04,4039.1,8.7,20508.17,15014.25,Yes,Delivered
SHP00377,2024-06-27,2024-07-03,2024-07-03,C001,WH005,SV04,3355.2,8.06,42530.27,27066.4,Yes,Delivered
SHP00378,2024-02-05,2024-02-09,2024-02-09,C002,WH001,SV05,4265.9,20.56,30405.01,20359.71,Yes,Delivered
SHP00379,2024-05-05,2024-05-09,2024-05-12,C001,WH001,SV03,1098.8,4.49,18130.73,13983.75,No,Delivered
SHP00380,2024-07-08,2024-07-15,2024-07-15,C001,WH002,SV05,3895.6,10.76,22837.64,13957.05,Yes,Delivered
SHP00381,2024-05-25,2024-05-30,2024-05-30,C006,WH001,SV02,2780.4,11.77,43779.55,28971.69,Yes,Delivered
SHP00382,2024-03-21,2024-03-26,2024-03-26,C001,WH004,SV01,616.8,3.3,9805.08,7099.76,Yes,In Transit
SHP00383,2024-08-12,2024-08-17,2024-08-17,C008,WH003,SV01,4288.9,19.32,11702.76,8063.27,Yes,In Transit
SHP00384,2024-10-05,2024-10-06,2024-10-06,C005,WH005,SV02,4755.2,27.56,32009.3,20082.84,Yes,Delivered
SHP00385,2024-12-26,2024-12-28,2024-12-28,C004,WH005,SV01,1785.5,8.05,6620.06,4679.24,Yes,Delivered
SHP00386,2024-06-03,2024-06-07,2024-06-07,C005,WH003,SV01,3979.1,11.87,23281.37,14641.84,Yes,Delivered
SHP00387,2024-11-09,2024-11-12,2024-11-12,C005,WH001,SV01,2346.5,10.2,10278.23,6398.21,Yes,Delivered
SHP00388,2024-11-30,2024-12-07,2024-12-07,C006,WH002,SV04,4544.6,24.94,9565.19,5787.97,Yes,Delivered
SHP00389,2024-09-27,2024-10-01,2024-10-01,C008,WH003,SV06,3242.1,9.34,23671.8,14986.11,Yes,Delivered
SHP00390,2024-01-05,2024-01-07,2024-01-09,C006,WH003,SV04,3933.9,10.95,36326.26,23308.69,No,Delivered
SHP00391,2024-12-07,2024-12-09,2024-12-09,C008,WH002,SV01,2009.3,7.8,42608.3,29420.44,Yes,In Transit
SHP00392,2024-10-10,2024-10-13,2024-10-13,C003,WH003,SV01,4701.1,18.51,23736.45,18379.61,Yes,Delivered
SHP00393,2024-06-02,2024-06-03,2024-06-04,C008,WH004,SV04,3921.9,10.78,12858.19,9654.03,No,Delivered
SHP00394,2024-12-05,2024-12-09,2024-12-09,C003,WH002,SV01,2562.4,10.22,26386.88,19406.02,Yes,Delivered
SHP00395,2024-02-23,2024-02-28,2024-02-28,C004,WH001,SV03,1374.7,3.47,44968.97,24764.84,Yes,Delivered
SHP00396,2024-03-09,2024-03-15,2024-03-15,C004,WH003,SV02,3310.5,15.03,18069.04,13555.84,Yes,Delivered
SHP00397,2024-05-15,2024-05-16,2024-05-16,C006,WH004,SV02,1571.6,3.7,13953.94,8964.23,Yes,Delivered
SHP00398,2024-02-29,2024-03-05,2024-03-06,C006,WH001,SV04,4518.2,18.37,31430.97,23326.4,No,In Transit
SHP00399,2024-02-24,2024-02-28,2024-02-28,C005,WH001,SV04,4551.2,22.27,10338.02,7885.41,Yes,In Transit
SHP00400,2024-10-10,2024-10-13,2024-10-13,C003,WH001,SV03,3382.8,9.66,39097.39,21734.49,Yes,Delivered
SHP00401,2024-03-20,2024-03-21,2024-03-21,C001,WH002,SV01,70.6,0.26,24146.11,13962.87,Yes,Delivered
SHP00402,2024-05-19,2024-05-23,2024-05-23,C004,WH004,SV04,4549.8,18.03,36886.25,24789.21,Yes,Delivered
SHP00403,2024-05-24,2024-05-29,2024-05-29,C001,WH003,SV02,211.7,0.94,17184.86,13210.76,Yes,Delivered
SHP00404,2024-11-05,2024-11-09,2024-11-09,C003,WH004,SV03,179.9,0.87,7786.71,5628.48,Yes,Delivered
SHP00405,2024-04-17,2024-04-24,2024-04-25,C002,WH003,SV04,3963.0,8.54,12520.99,7602.29,No,Delivered
SHP00406,2024-06-24,2024-06-30,2024-06-30,C006,WH003,SV04,4211.8,20.01,26603.22,17396.94,Yes,Delivered
SHP00407,2024-04-14,2024-04-16,2024-04-16,C008,WH003,SV04,2618.9,11.66,23427.34,16582.4,Yes,In Transit
SHP00408,2024-12-17,2024-12-24,2024-12-24,C001,WH002,SV01,3719.2,16.83,44733.84,33553.34,Yes,Delivered
SHP00409,2024-11-20,2024-11-22,2024-11-22,C005,WH003,SV02,1621.5,4.77,35965.2,24040.23,Yes,Delivered
SHP00410,2024-05-15,2024-05-19,2024-05-19,C003,WH005,SV02,893.5,3.03,35313.7,24785.01,Yes,Delivered
SHP00411,2024-09-15,2024-09-20,2024-09-20,C005,WH003,SV04,2882.3,11.88,35343.99,19464.63,Yes,Delivered
SHP00412,2024-09-07,2024-09-09,2024-09-09,C008,WH004,SV04,2178.6,12.67,26394.94,18390.86,Yes,In Transit
SHP00413,2024-05-08,2024-05-12,2024-05-14,C006,WH004,SV06,2800.9,15.44,40645.34,31160.57,No,In Transit
SHP00414,2024-01-27,2024-01-31,2024-01-31,C001,WH002,SV01,1987.2,10.66,38843.14,24242.09,Yes,Delivered
SHP00415,2024-02-17,2024-02-23,2024-02-23,C008,WH001,SV04,3100.5,17.05,39695.22,27618.69,Yes,Delivered
SHP00416,2024-11-20,2024-11-25,2024-11-25,C005,WH002,SV01,1996.9,9.33,28380.16,21310.38,Yes,Delivered
SHP00417,2024-08-04,2024-08-06,2024-08-06,C002,WH004,SV05,305.3,1.21,7373.96,5700.13,Yes,Processing
SHP00418,2024-05-21,2024-05-26,2024-05-26,C005,WH003,SV05,4663.1,21.08,5117.73,3680.86,Yes,Delivered
SHP00419,2024-01-23,2024-01-28,2024-01-28,C004,WH001,SV02,2174.1,9.55,42743.24,30173.47,Yes,In Transit
SHP00420,2024-01-02,2024-01-08,2024-01-11,C008,WH005,SV01,4700.0,19.62,36557.45,22070.41,No,Delivered
SHP00421,2024-06-19,2024-06-24,2024-06-26,C004,WH001,SV04,1982.5,6.31,43431.18,28727.26,No,Delivered
SHP00422,2024-03-07,2024-03-09,2024-03-09,C007,WH002,SV04,3654.2,10.51,34742.1,25014.9,Yes,In Transit
