BatchID,WaferID,MachineID,Die_X,Die_Y,Result,DefectType
BATCH_A1,W_5,AMAT_DEP_02,-3.18,-9.03,0,Particle
BATCH_A1,W_5,AMAT_DEP_02,2.07,4.14,1,None
BATCH_A1,W_5,AMAT_DEP_02,6.91,-3.89,1,None
BATCH_A1,W_5,AMAT_DEP_02,3.1,-0.94,1,None
BATCH_A1,W_5,AMAT_DEP_02,-4.57,-3.7,0,Photo_Error
BATCH_A1,W_5,AMAT_DEP_02,-6.02,0.72,1,None
BATCH_A1,W_5,AMAT_DEP_02,3.11,-8.97,1,None
BATCH_A1,W_5,AMAT_DEP_02,8.7,-4.8,1,None
BATCH_A1,W_5,AMAT_DEP_02,-1.68,5.87,1,None
BATCH_A1,W_5,AMAT_DEP_02,0.31,-8.25,1,None
BATCH_A1,W_5,AMAT_DEP_02,-4.16,-3.17,1,None
BATCH_A1,W_5,AMAT_DEP_02,3.58,-2.6,0,Photo_Error
BATCH_A1,W_5,AMAT_DEP_02,-2.87,7.59,1,None
BATCH_A1,W_5,AMAT_DEP_02,-0.19,-4.46,1,None
BATCH_A1,W_5,AMAT_DEP_02,-6.34,-0.94,1,None
BATCH_A1,W_5,AMAT_DEP_02,-0.25,4.41,1,None
BATCH_A1,W_5,AMAT_DEP_02,2.08,-1.81,0,Particle
BATCH_A1,W_5,AMAT_DEP_02,4.15,4.78,1,None
BATCH_A1,W_5,AMAT_DEP_02,5.05,2.26,1,None
BATCH_A1,W_5,AMAT_DEP_02,-2.31,-6.4,1,None
BATCH_A1,W_5,AMAT_DEP_02,4.13,-8.52,0,Contamination
BATCH_A1,W_5,AMAT_DEP_02,-5.02,0.61,1,None
BATCH_A1,W_5,AMAT_DEP_02,1.68,9.32,1,None
BATCH_A1,W_5,AMAT_DEP_02,4.02,-0.64,0,Particle
BATCH_A1,W_5,AMAT_DEP_02,7.91,-2.64,1,None
BATCH_A1,W_5,AMAT_DEP_02,-7.22,6.72,0,Photo_Error
BATCH_A1,W_5,AMAT_DEP_02,0.48,-3.52,0,Contamination
BATCH_A1,W_5,AMAT_DEP_02,-0.64,3.0,1,None
BATCH_A1,W_5,AMAT_DEP_02,4.73,5.12,1,None
BATCH_A1,W_5,AMAT_DEP_02,6.34,-6.76,0,Particle
BATCH_A1,W_5,AMAT_DEP_02,4.64,8.13,0,Contamination
BATCH_A1,W_5,AMAT_DEP_02,-7.21,0.09,1,None
BATCH_A1,W_5,AMAT_DEP_02,0.26,6.5,1,None
BATCH_A1,W_5,AMAT_DEP_02,5.24,8.11,0,Photo_Error
BATCH_A1,W_5,AMAT_DEP_02,-4.29,7.63,1,None
BATCH_A1,W_5,AMAT_DEP_02,-6.53,1.39,1,None
BATCH_A1,W_5,AMAT_DEP_02,1.45,1.89,1,None
BATCH_A1,W_5,AMAT_DEP_02,4.43,3.1,1,None
BATCH_A1,W_5,AMAT_DEP_02,-7.45,-0.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.48,6.98,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.01,7.13,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.04,-1.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.17,-8.97,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-6.83,-2.1,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.49,3.52,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.85,-1.09,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.49,6.93,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,2.08,5.42,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.83,4.96,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.57,1.12,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.44,8.9,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.98,0.51,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.5,-5.4,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.11,-4.4,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,5.53,4.87,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.3,3.74,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.47,-7.24,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.33,5.54,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.34,8.55,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.5,-4.09,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.33,-3.04,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.75,3.07,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.81,2.46,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.5,-2.95,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.44,0.94,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-3.42,-4.35,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.21,-6.96,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.44,-6.83,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.2,2.95,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.38,3.75,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.82,4.3,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.94,-1.36,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.46,7.16,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.97,4.85,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.46,9.44,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.85,-8.26,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.84,8.58,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-5.96,-4.5,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.47,0.7,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.36,6.41,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.99,8.1,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.69,5.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.44,-2.7,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.07,5.36,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.58,2.81,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.64,5.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.31,-0.11,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,8.14,-1.66,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.61,-1.87,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.67,-0.1,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.02,4.33,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,3.54,6.64,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.33,-1.19,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.83,3.49,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-5.03,5.85,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.8,7.7,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.14,-7.26,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.91,-2.91,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.65,-8.32,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.27,0.4,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.83,8.62,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.8,-4.41,1,None
BATCH_A1,W_6,TEL_ETCH_04,-8.18,-0.55,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.26,7.06,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.52,-6.6,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-0.33,-2.74,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.27,-8.75,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,6.86,2.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.47,-5.3,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.68,-6.79,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.3,-4.81,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.85,-7.05,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.85,-6.46,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.76,0.34,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.46,-3.1,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.51,-1.61,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.11,1.22,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,5.74,5.95,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.95,-4.64,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-3.48,3.62,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.79,2.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.56,5.33,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-1.93,-0.32,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.13,1.2,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.68,5.49,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-0.71,-6.5,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.72,4.41,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.22,6.24,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-0.67,1.09,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.95,2.6,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.22,-2.29,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.37,-6.42,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.1,7.54,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.45,9.32,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.73,-6.92,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.36,7.97,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.32,-2.67,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.41,-8.48,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,7.77,6.04,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.82,9.38,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-7.18,5.39,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.82,-0.61,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.05,-3.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.4,2.99,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.72,-0.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.07,-0.64,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.58,5.33,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.54,8.19,1,None
BATCH_A1,W_6,TEL_ETCH_04,-8.53,-4.87,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-6.8,-6.42,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-1.08,3.89,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.39,2.12,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.97,-3.37,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.38,-3.4,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.25,-4.73,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-5.17,0.15,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.62,1.15,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.23,0.67,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.1,-2.21,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.22,-4.4,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.46,-3.85,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.46,3.48,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.22,6.81,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.32,-7.23,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.77,1.33,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.5,8.27,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.32,-7.79,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,4.15,-5.51,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.52,-5.37,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.44,-9.19,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,1.89,1.29,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.4,-1.57,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.9,8.52,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,8.25,-3.16,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,7.99,3.85,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-3.12,3.79,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.05,-6.73,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.65,6.89,1,None
BATCH_A1,W_6,TEL_ETCH_04,8.48,1.38,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-3.13,9.25,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,4.23,-8.2,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.95,1.82,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.89,1.36,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.2,-9.45,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,0.41,6.19,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.37,-3.78,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.98,-5.73,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.79,8.18,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-5.68,4.79,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-4.7,5.15,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.99,-9.37,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.07,-1.13,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.18,-0.42,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.1,-4.89,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.15,-7.58,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.38,3.24,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-3.01,-3.94,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.35,-0.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.4,3.26,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.98,-9.02,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.23,-2.76,1,None
BATCH_A1,W_6,TEL_ETCH_04,-8.79,-0.3,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,0.19,6.21,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.37,-0.04,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.59,-2.16,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.34,7.93,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.07,7.72,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.8,-0.7,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.7,-2.84,1,None
BATCH_A1,W_6,TEL_ETCH_04,-8.64,-4.5,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-8.08,-1.84,1,None
BATCH_A1,W_6,TEL_ETCH_04,-9.28,2.13,1,None
BATCH_A1,W_6,TEL_ETCH_04,-8.47,-1.96,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.23,4.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.96,1.78,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.46,0.74,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.99,1.02,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.78,-9.67,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.41,-5.51,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.34,-6.63,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.08,-7.3,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,5.95,1.82,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.3,-8.25,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.81,1.8,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.45,1.79,1,None
BATCH_A1,W_6,TEL_ETCH_04,-8.06,-0.01,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.27,4.34,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-7.86,-1.45,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.54,-0.4,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.46,-2.46,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.27,-1.51,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.97,-6.9,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-5.64,-0.06,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.64,-7.41,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-3.56,7.69,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-0.12,9.25,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.21,-5.9,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.21,-1.21,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,0.51,-5.87,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.77,5.14,1,None
BATCH_A1,W_6,TEL_ETCH_04,-9.04,-2.57,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-0.02,3.2,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.3,-1.76,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.15,-1.36,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.46,6.62,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.28,2.27,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.81,-2.66,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.78,3.34,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.68,8.74,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.27,-3.14,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.9,-2.29,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.33,0.22,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-3.69,5.16,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.46,0.04,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-8.5,-4.15,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.76,9.53,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-1.52,-4.3,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,7.14,-3.34,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.35,-0.92,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.15,3.2,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.14,7.49,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.98,1.25,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.95,8.31,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,8.57,-1.63,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.11,-5.96,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.55,4.65,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.72,-5.43,1,None
BATCH_A1,W_6,TEL_ETCH_04,8.89,4.28,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.75,4.9,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.91,-7.33,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.32,-5.58,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.89,6.11,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.67,1.6,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-0.49,3.96,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.76,-2.82,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.71,5.33,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.6,1.85,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.15,5.14,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.85,0.42,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.81,-6.99,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.5,2.03,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.23,-0.68,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.02,-4.28,1,None
BATCH_A1,W_6,TEL_ETCH_04,-9.64,-0.08,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,4.4,-2.62,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.13,-5.91,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,4.6,-1.48,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.72,-2.46,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.31,4.44,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.41,6.03,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.31,-4.05,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.09,-5.97,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.14,9.1,1,None
BATCH_A1,W_6,TEL_ETCH_04,8.89,2.6,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-1.67,1.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.29,-6.23,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.12,2.53,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.93,-7.54,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.75,3.73,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.3,-0.81,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.35,8.53,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.71,-1.08,1,None
BATCH_A1,W_6,TEL_ETCH_04,-4.37,7.93,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.36,-2.26,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.31,1.65,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-0.74,-9.03,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-3.35,8.92,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.08,-0.53,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.49,-0.58,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,0.77,-6.09,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.17,-6.57,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-3.05,-7.14,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.91,1.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.77,-3.66,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.93,3.61,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.55,8.26,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.66,-7.15,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.05,-0.5,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,2.95,-4.94,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.84,5.15,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,7.46,5.89,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,4.73,-8.34,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.88,6.23,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.6,3.72,1,None
BATCH_A1,W_6,TEL_ETCH_04,2.48,8.89,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.91,-4.65,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.71,-0.28,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.79,3.74,1,None
BATCH_A1,W_6,TEL_ETCH_04,8.44,4.31,0,Contamination
BATCH_A1,W_6,TEL_ETCH_04,-6.69,2.22,1,None
BATCH_A1,W_6,TEL_ETCH_04,7.35,-5.23,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-0.79,5.13,1,None
BATCH_A1,W_6,TEL_ETCH_04,8.3,-0.17,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,2.81,-4.71,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.5,1.49,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.48,-0.77,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.05,-3.25,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.21,6.34,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.32,4.61,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.61,1.2,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.23,0.37,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.43,-2.81,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.91,-2.09,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,-7.56,-0.27,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.28,4.66,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.82,-7.71,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.76,-0.45,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.73,3.63,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.19,0.96,1,None
BATCH_A1,W_6,TEL_ETCH_04,0.01,-8.65,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.61,-8.69,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,3.59,-6.91,1,None
BATCH_A1,W_6,TEL_ETCH_04,9.31,-2.89,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,8.93,3.89,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.33,6.45,1,None
BATCH_A1,W_6,TEL_ETCH_04,5.42,3.6,1,None
BATCH_A1,W_6,TEL_ETCH_04,1.54,1.83,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.65,6.83,1,None
BATCH_A1,W_6,TEL_ETCH_04,4.24,7.78,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,8.83,-0.87,0,Scratch
BATCH_A1,W_6,TEL_ETCH_04,3.77,-7.82,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-2.48,8.42,0,Photo_Error
BATCH_A1,W_6,TEL_ETCH_04,-3.0,5.42,1,None
BATCH_A1,W_6,TEL_ETCH_04,3.59,4.49,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-1.5,-7.68,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.2,7.77,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.61,-7.17,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.47,-1.99,1,None
BATCH_A1,W_6,TEL_ETCH_04,-2.98,5.35,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.12,-3.73,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.14,-4.69,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.12,-5.35,1,None
BATCH_A1,W_6,TEL_ETCH_04,-5.98,1.16,1,None
BATCH_A1,W_6,TEL_ETCH_04,-7.41,-3.56,1,None
BATCH_A1,W_6,TEL_ETCH_04,-3.9,2.19,1,None
BATCH_A1,W_6,TEL_ETCH_04,6.87,-5.84,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.81,3.09,0,Particle
BATCH_A1,W_6,TEL_ETCH_04,-9.38,0.26,1,None
BATCH_A1,W_6,TEL_ETCH_04,-1.9,1.16,1,None
BATCH_A1,W_6,TEL_ETCH_04,-0.24,5.57,1,None
BATCH_A1,W_6,TEL_ETCH_04,-6.37,1.6,1,None
